4,9
5,6
24,1
31,2
34,1
36,1
37,1
46,1
48,17
52,2
54,2
55,1
56,4
61,2
63,26
68,1
71,3
76,1
78,1
80,3
81,1
85,1
86,2
87,1
88,1
93,13
94,4
95,23
96,10
97,7
98,8
99,9
100,15
101,5
102,27
103,12
104,39
105,4
106,13
107,13
108,2
109,16
110,1
111,12
112,6
113,17
114,7
115,4
117,4
118,11
119,10
120,21
121,28
122,7
123,16
126,32
127,22
128,10
129,20
130,208
131,233
132,163
133,633
134,394
135,416
136,827
137,575
138,95
139,88
140,23
141,125
142,247
143,244
144,622
145,397
146,661
147,47
148,71
149,291
150,141
151,129
152,15
154,14
155,16
156,81
157,13
158,151
159,116
160,464
161,23
162,6
163,2
164,12
165,14
166,88
167,11
168,29
169,61
170,134
171,107
172,7
175,36
176,33
189,302
190,12
191,22
192,8
193,10
194,4
195,45
196,70
199,386
200,3
201,122
202,23
203,113
204,308
205,346
206,32
207,129
208,122
209,102
210,57
211,64
212,27
213,48
214,20
215,198
216,116
217,145
218,94
219,3
221,9
222,5
223,3
224,9
225,5
226,10
227,22
228,8
230,3
231,8
232,48
233,11
235,5
236,15
237,15
238,12
239,6
240,39
241,11
242,9
243,15
244,26
245,29
247,1
248,10
249,4
251,1
252,24
253,9
254,8
255,2
256,3
258,16
260,1
264,1
265,1
266,5
267,4
269,1
275,2
276,1
277,1
280,6
281,1
282,2
283,1
285,1
286,2
288,1
289,3
291,2
293,1
294,32
295,3
296,12
297,11
298,2
300,2
301,2
302,14
303,13
304,2
305,9
306,1
308,2
310,54
312,7
313,3
315,3
316,1
320,9
321,5
322,26
323,6
324,2
325,2
328,11
330,8
331,3
332,22
333,6
334,9
335,23
336,9
339,1
341,2
342,62
343,7
344,21
346,1
348,90
349,3
353,8
354,4
358,32
359,14
361,9
363,11
365,4
368,9
369,26
372,14
374,1
375,17
377,15
380,21
381,27
382,21
384,5
385,1
386,28
387,38
388,4
391,11
394,97
395,10
396,2
397,6
398,95
400,4
401,20
403,4
404,21
405,6
408,16
409,59
411,8
413,27
414,1
415,1
417,4
418,1
419,28
420,30
421,32
424,22
425,12
426,100
427,29
429,29
430,10
431,24
432,40
433,15
434,5
435,15
436,27
437,9
439,9
441,41
442,8
443,11
444,2
445,29
446,16
448,8
449,1
450,23
451,69
452,35
453,10
454,12
455,30
456,59
457,50
458,30
459,14
461,1
462,29
463,25
466,1
467,5
468,1
469,10
471,6
472,86
473,62
474,2
476,242
478,85
480,42
482,14
483,138
485,5
486,3
487,40
488,9
489,24
490,53
491,29
492,31
493,12
495,11
496,4
497,29
498,21
499,7
500,2
501,18
503,1
504,2
505,21
506,21
507,1
512,33
514,4
515,1
516,18
517,1
518,15
519,28
520,4
521,28
522,48
523,1
524,65
525,12
526,1
527,27
528,16
529,42
531,1
533,4
535,33
536,29
537,29
538,34
539,18
540,1
541,14
542,92
545,40
548,81
549,48
551,1
